total_time,best_acc,epochs,mode,model
455.2710950374603,57.43,3,plaintext,resnet18
54.64797592163086,18.03,2,oram,resnet18
1322.7475972175598,33.05,3,plaintext,resnet50
150.69574189186096,14.96,2,oram,resnet50
307.0731589794159,33.58,3,plaintext,efficientnet_b0
60.56045699119568,11.06,2,oram,efficientnet_b0
